00 team,29379
01 team,18805
02 team,4903
03 team,7970
04 team,386
05 team,603
06 team,225
07 team,12837
08 team,929
09 team,4344
10 team,1418
11 team,10105
12 team,5677
13 team,166
14 team,5285
15 team,317
16 team,294
17 team,1035
18 team,375
19 team,3031
20 team,48
21 team,9
22 team,49
23 team,28
24 team,616
25 team,5
26 team,105
27 team,64
30 team,287
32 team,337
33 team,744
34 team,490
35 team,193
36 team,22
37 team,462
40 team,66
41 team,20
42 team,80
43 team,82
44 team,7
45 team,7
46 team,9
48 team,3
50 team,61
51 team,65
52 team,14
53 team,368
54 team,5
55 team,4
56 team,26
57 team,30
60 team,40
61 team,119
62 team,171
63 team,5
64 team,14
65 team,3
66 team,11
67 team,108
70 team,319
71 team,677
72 team,92
73 team,1549
74 team,5148
75 team,215
76 team,1548
77 team,1052
80 team,14
81 team,60
82 team,96
83 team,23
84 team,8
85 team,866
86 team,22
87 team,156
OPL O0,4
OPL O1,9
OPL O2,169
OPL O3,10
OPL O4,6
OPL O5,12
OPL O6,2
OPL O7,5
aatrox,1216
ahri,6432
akali,2330
alistar,1298
alliance,2
amumu,2029
anivia,2667
annie,2389
ashe,1942
avarosan,36
azir,1683
bard,2360
bestof2014,3
blitzcrank,3132
brand,1226
braum,1213
caitlyn,2414
cassiopeia,869
chogath,1623
clg,2
cloudnine,4
corki,1194
counterlogicna,1
curse,4
darius,1368
diana,2705
dignitas,3
draven,3832
drmundo,1091
ekko,801
elise,1544
evelynn,911
ezreal,3904
f0,1
f1,1
f2,1
f3,1
fiddlesticks,1298
fiora,1356
fizz,2735
fnatic,3
frostguard,22
galio,616
gamania,126
gambit,1
gangplank,2029
garen,1389
gnar,1681
gragas,1296
graves,2147
hecarim,1376
heimerdinger,2136
irelia,3358
janna,3072
jarvaniv,2072
jax,2090
jayce,2190
jinx,4485
kalista,818
karma,1531
karthus,748
kassadin,1138
katarina,3342
kayle,1101
kennen,1285
khazix,2800
kogmaw,1267
ktrolster,1
leblanc,1552
leesin,6378
leona,3785
lissandra,719
lucian,2194
lulu,3582
lux,3597
malphite,839
malzahar,1946
maokai,1502
masteryi,1437
mineski,1
misc triggs,1
misc urf,2
missfortune,1429
monkeyking,2149
mordekaiser,1500
morgana,1834
moscow5,1
nami,2541
nasus,1798
nautilus,2140
nidalee,3650
ninjas,592
nocturne,2130
nunu,1328
olaf,1082
omg,1
orianna,2628
pantheon,1176
poppy,1492
quinn,2031
rammus,1608
reksai,640
renekton,2013
rengar,2916
riot,535
riven,5875
royal,1
rumble,1845
ryze,1106
saigonjokers,41
sejuani,1013
shaco,2792
shen,1304
shyvana,1523
singed,2877
sion,904
sivir,852
skarner,1135
skt1,3
sona,3506
soraka,1218
swain,1446
syndra,1996
tahmkench,354
talon,1654
taric,1768
team 00,4147
team 01,6677
team 02,321
team 03,1367
team 04,167
team 05,350
team 06,66
team 07,4062
team 08,639
team 09,255
team 10,83
team 11,5280
team 12,400
team 13,70
team 14,342
team 15,3020
team 16,57
team 17,227
team 18,441
team 19,498
team 20,46
team 21,1
team 22,21
team 23,47
team 24,45
team 25,2
team 26,121
team 27,7
team 30,770
team 32,347
team 33,64
team 34,20
team 35,189
team 36,43
team 37,29
team 40,38
team 41,11
team 42,39
team 43,37
team 44,14
team 45,109
team 46,39
team 47,29
team 48,19
team 50,63
team 51,3
team 52,1
team 53,29
team 56,7
team 57,15
team 60,6
team 61,19
team 62,12
team 63,5
team 64,12
team 65,4
team 66,4
team 67,51
team 70,130
team 71,92
team 72,13
team 73,59
team 74,2202
team 75,155
team 76,269
team 77,420
team 80,10
team 81,27
team 82,28
team 83,6
team 84,6
team 85,70
team 86,21
team 87,434
team O1,3
team O2,15
team O3,1
team O4,1
team O5,2
team O6,1
team O7,1
team-soraka,1529
teamdignitas,1
teamsolomid,2
teemo,4819
thresh,9000
tristana,1657
trundle,1203
tryndamere,1427
tsm,3
twistedfate,2437
twitch,1346
udyr,2394
urgot,1127
varus,1271
vayne,6007
veigar,1842
velkoz,1195
vi,2791
viktor,2392
vladimir,1778
volibear,1675
warwick,1042
winterclaw,21
xerath,1130
xinzhao,779
yasuo,3941
yorick,795
zac,1486
zed,5862
ziggs,2194
zilean,1160
zyra,1684


