00 team,29845
01 team,19010
02 team,4967
03 team,8171
04 team,392
05 team,647
06 team,235
07 team,13013
08 team,976
09 team,4419
10 team,1449
11 team,10224
12 team,5749
13 team,176
14 team,5442
15 team,323
16 team,299
17 team,1045
18 team,396
19 team,3252
20 team,48
21 team,8
22 team,53
23 team,28
24 team,622
25 team,7
26 team,103
27 team,65
30 team,286
32 team,347
33 team,761
34 team,504
35 team,198
36 team,22
37 team,469
40 team,70
41 team,20
42 team,83
43 team,88
44 team,7
45 team,8
46 team,13
48 team,2
50 team,62
51 team,64
52 team,15
53 team,373
54 team,4
55 team,4
56 team,26
57 team,31
60 team,42
61 team,120
62 team,171
63 team,5
64 team,14
65 team,3
66 team,11
67 team,112
70 team,326
71 team,694
72 team,93
73 team,1591
74 team,5193
75 team,222
76 team,1592
77 team,1065
80 team,16
81 team,65
82 team,107
83 team,23
84 team,8
85 team,892
86 team,25
87 team,155
OPL O0,5
OPL O1,9
OPL O2,228
OPL O3,13
OPL O4,7
OPL O5,10
OPL O6,1
OPL O7,5
aatrox,1207
ahri,6378
akali,2330
alistar,1298
alliance,2
amumu,2030
anivia,2646
annie,2385
ashe,1924
avarosan,37
azir,1729
bard,2211
bestof2014,5
blitzcrank,3114
brand,1200
braum,1185
caitlyn,2421
cassiopeia,874
chogath,1624
clg,2
cloudnine,3
corki,1208
counterlogicna,1
curse,3
darius,1359
diana,2669
dignitas,3
draven,3811
drmundo,1083
ekko,738
elise,1533
evelynn,897
ezreal,3879
f0,2
f1,1
f2,2
f3,1
fiddlesticks,1306
fiora,1325
fizz,2741
fnatic,4
frostguard,23
galio,608
gamania,128
gambit,1
gangplank,2047
garen,1379
gnar,1666
gragas,1287
graves,2167
hecarim,1391
heimerdinger,2130
irelia,3342
janna,3067
jarvaniv,2064
jax,2075
jayce,2200
jinx,4425
kalista,806
karma,1518
karthus,746
kassadin,1122
katarina,3361
kayle,1082
kennen,1280
khazix,2815
kogmaw,1268
ktrolster,1
leblanc,1534
leesin,6322
leona,3768
lissandra,712
lucian,2167
lulu,3543
lux,3564
malphite,828
malzahar,1941
maokai,1509
masteryi,1411
mineski,1
missfortune,1434
monkeyking,2112
mordekaiser,1499
morgana,1834
moscow5,1
nami,2541
nasus,1791
nautilus,2132
nidalee,3667
ninjas,598
nocturne,2106
nunu,1302
olaf,1066
omg,1
orianna,2597
pantheon,1160
poppy,1492
quinn,2045
rammus,1581
reksai,634
renekton,2009
rengar,2875
riot,527
riven,5813
royal,1
rumble,1845
ryze,1115
saigonjokers,41
samsunggalaxy,1
sejuani,1013
shaco,2782
shen,1308
shyvana,1512
singed,2843
sion,894
sivir,859
skarner,1155
skt1,3
sona,3500
soraka,1188
swain,1441
syndra,2010
tahmkench,210
talon,1633
taric,1751
team 00,3541
team 01,5489
team 02,318
team 03,1409
team 04,167
team 05,401
team 06,63
team 07,3361
team 08,710
team 09,273
team 10,85
team 11,4051
team 12,375
team 13,75
team 14,312
team 15,2776
team 16,54
team 17,224
team 18,433
team 19,500
team 20,48
team 21,1
team 22,19
team 23,21
team 24,38
team 26,92
team 27,6
team 30,559
team 32,218
team 33,63
team 34,21
team 35,126
team 36,4
team 37,25
team 40,35
team 41,8
team 42,48
team 43,42
team 44,14
team 45,145
team 46,42
team 47,33
team 48,12
team 50,45
team 51,3
team 53,28
team 56,6
team 57,15
team 60,5
team 61,23
team 62,11
team 63,5
team 64,11
team 65,4
team 66,3
team 67,47
team 70,145
team 71,93
team 72,11
team 73,56
team 74,1578
team 75,85
team 76,281
team 77,322
team 80,11
team 81,27
team 82,27
team 83,6
team 84,6
team 85,79
team 86,19
team 87,195
team-soraka,1141
teamdignitas,1
teamsolomid,2
teemo,4810
thresh,8946
tristana,1642
trundle,1199
tryndamere,1419
tsm,3
twistedfate,2402
twitch,1335
udyr,2389
urgot,1140
varus,1261
vayne,5951
veigar,1750
velkoz,1171
vi,2777
viktor,2404
vladimir,1782
volibear,1677
warwick,1038
winterclaw,24
xerath,1137
xinzhao,780
yasuo,3806
yorick,778
zac,1492
zed,5858
ziggs,2199
zilean,1138
zyra,1670


