00 team,30197
01 team,19066
02 team,5015
03 team,8356
04 team,398
05 team,703
06 team,244
07 team,13112
08 team,1052
09 team,4469
10 team,1515
11 team,10350
12 team,5827
13 team,184
14 team,5570
15 team,322
16 team,308
17 team,1053
18 team,400
19 team,3488
20 team,54
21 team,8
22 team,57
23 team,29
24 team,627
25 team,9
26 team,106
27 team,65
30 team,284
32 team,356
33 team,797
34 team,518
35 team,202
36 team,22
37 team,481
40 team,75
41 team,20
42 team,92
43 team,95
44 team,7
45 team,7
46 team,12
48 team,1
50 team,61
51 team,64
52 team,17
53 team,374
54 team,4
55 team,5
56 team,28
57 team,34
60 team,43
61 team,122
62 team,173
63 team,5
64 team,15
65 team,3
66 team,11
67 team,115
70 team,330
71 team,701
72 team,94
73 team,1619
74 team,5258
75 team,229
76 team,1620
77 team,1068
80 team,18
81 team,73
82 team,123
83 team,23
84 team,9
85 team,918
86 team,25
87 team,155
OPL O0,2
OPL O1,10
OPL O2,201
OPL O3,14
OPL O4,6
OPL O5,12
OPL O6,2
OPL O7,7
aatrox,1205
ahri,6323
akali,2332
alistar,1289
alliance,2
amumu,2031
anivia,2636
annie,2382
ashe,1906
avarosan,36
azir,1721
bard,2127
bestof2014,5
blitzcrank,3118
brand,1196
braum,1154
caitlyn,2429
cassiopeia,874
chogath,1634
clg,2
cloudnine,4
corki,1207
counterlogicna,1
curse,3
darius,1325
diana,2640
dignitas,3
draven,3775
drmundo,1076
ekko,669
elise,1515
evelynn,888
ezreal,3881
f0,2
f1,1
f2,2
f3,1
fiddlesticks,1304
fiora,1277
fizz,2729
fnatic,4
frostguard,24
galio,609
gamania,128
gambit,1
gangplank,2058
garen,1373
gnar,1652
gragas,1287
graves,2161
hecarim,1393
heimerdinger,2116
irelia,3305
janna,3063
jarvaniv,2064
jax,2078
jayce,2200
jinx,4419
kalista,781
karma,1524
karthus,746
kassadin,1112
katarina,3368
kayle,1078
kennen,1282
khazix,2826
kogmaw,1268
ktrolster,1
leblanc,1539
leesin,6296
leona,3731
lissandra,711
lucian,2104
lulu,3532
lux,3538
malphite,829
malzahar,1932
maokai,1501
masteryi,1383
mineski,1
missfortune,1435
monkeyking,2086
mordekaiser,1503
morgana,1838
moscow5,1
nami,2546
nasus,1781
nautilus,2142
nidalee,3678
ninjas,600
nocturne,2070
nunu,1302
olaf,1059
omg,1
orianna,2585
pantheon,1142
poppy,1492
quinn,2045
rammus,1580
reksai,637
renekton,1996
rengar,2845
riven,5806
royal,1
rumble,1844
ryze,1115
saigonjokers,41
samsunggalaxy,1
sejuani,1015
shaco,2772
shen,1309
shyvana,1524
singed,2837
sion,889
sivir,855
skarner,1164
skt1,3
sona,3504
soraka,1190
swain,1427
syndra,2015
tahmkench,139
talon,1628
taric,1740
team 00,3170
team 01,4937
team 02,323
team 03,1422
team 04,174
team 05,438
team 06,54
team 07,2073
team 08,786
team 09,293
team 10,69
team 11,3606
team 12,340
team 13,79
team 14,300
team 15,2635
team 16,53
team 17,205
team 18,396
team 19,493
team 20,42
team 21,3
team 22,18
team 23,18
team 24,39
team 26,65
team 27,4
team 30,453
team 32,181
team 33,63
team 34,21
team 35,61
team 36,4
team 37,26
team 40,42
team 41,10
team 42,45
team 43,47
team 44,10
team 45,119
team 46,36
team 47,22
team 48,13
team 50,18
team 51,3
team 53,30
team 56,8
team 57,14
team 60,5
team 61,23
team 62,11
team 63,6
team 64,10
team 65,5
team 66,4
team 67,44
team 70,99
team 71,96
team 72,11
team 73,46
team 74,1278
team 75,64
team 76,258
team 77,241
team 80,11
team 81,29
team 82,33
team 83,7
team 84,7
team 85,88
team 86,14
team 87,56
teamdignitas,1
teamsolomid,2
teemo,4788
thresh,8893
tristana,1641
trundle,1200
tryndamere,1410
tsm,3
twistedfate,2393
twitch,1318
udyr,2396
urgot,1144
varus,1270
vayne,5916
veigar,1728
velkoz,1152
vi,2781
viktor,2413
vladimir,1782
volibear,1677
warwick,1040
winterclaw,24
xerath,1141
xinzhao,775
yasuo,3663
yorick,759
zac,1499
zed,5823
ziggs,2197
zilean,1126
zyra,1659


