00 team,28603
01 team,18338
02 team,4820
03 team,7725
04 team,383
05 team,557
06 team,207
07 team,12608
08 team,878
09 team,4279
10 team,1375
11 team,9814
12 team,5569
13 team,163
14 team,5083
15 team,324
16 team,285
17 team,1021
18 team,342
19 team,2826
20 team,46
21 team,8
22 team,47
23 team,25
24 team,607
25 team,5
26 team,93
27 team,63
30 team,261
32 team,315
33 team,719
34 team,481
35 team,184
36 team,19
37 team,456
40 team,65
41 team,19
42 team,77
43 team,78
44 team,7
45 team,6
46 team,4
48 team,2
50 team,61
51 team,64
52 team,13
53 team,368
54 team,5
55 team,4
56 team,25
57 team,27
60 team,40
61 team,118
62 team,170
63 team,5
64 team,14
65 team,4
66 team,11
67 team,102
70 team,310
71 team,660
72 team,92
73 team,1502
74 team,5070
75 team,207
76 team,1502
77 team,1041
80 team,14
81 team,58
82 team,89
83 team,22
84 team,6
85 team,847
86 team,22
87 team,153
OPL O0,2
OPL O1,7
OPL O2,106
OPL O3,9
OPL O4,5
OPL O5,9
OPL O6,2
OPL O7,5
aatrox,1222
ahri,6499
akali,2325
alistar,1314
alliance,2
amumu,2045
anivia,2717
annie,2404
ashe,1950
avarosan,26
azir,1689
bard,2507
bestof2014,2
blitzcrank,3157
brand,1272
braum,1260
caitlyn,2416
cassiopeia,866
chogath,1617
clg,2
cloudnine,3
corki,1191
counterlogicna,1
curse,4
darius,1389
diana,2745
dignitas,2
draven,3859
drmundo,1106
ekko,891
elise,1571
evelynn,905
ezreal,3915
f0,1
f3,1
fiddlesticks,1291
fiora,1348
fizz,2714
fnatic,3
frostguard,20
galio,622
gamania,120
gambit,1
gangplank,2018
garen,1385
gnar,1712
gragas,1300
graves,2124
hecarim,1381
heimerdinger,2137
irelia,3355
janna,3089
jarvaniv,2055
jax,2103
jayce,2176
jinx,4593
kalista,867
karma,1548
karthus,749
kassadin,1177
katarina,3316
kayle,1091
kennen,1298
khazix,2769
kindred,417
kogmaw,1266
ktrolster,1
leblanc,1552
leesin,6477
leona,3782
lissandra,717
lucian,2170
lulu,3607
lux,3649
malphite,843
malzahar,1950
maokai,1495
masteryi,1437
misc triggs,1
misc urf,1
missfortune,1448
monkeyking,2162
mordekaiser,1485
morgana,1846
moscow5,1
nami,2536
nasus,1784
nautilus,2145
nidalee,3636
ninjas,577
nocturne,2148
nunu,1340
olaf,1111
omg,1
orianna,2640
pantheon,1177
poppy,1506
quinn,2044
rammus,1620
reksai,642
renekton,2062
rengar,2943
riot,544
riven,5945
royal,1
rumble,1828
ryze,1095
saigonjokers,39
sejuani,1005
shaco,2798
shen,1321
shyvana,1525
singed,2906
sion,901
sivir,864
skarner,1122
skt1,3
sona,3517
soraka,1240
swain,1440
syndra,1992
tahmkench,709
talon,1688
taric,1791
team 00,4722
team 01,6729
team 02,327
team 03,1315
team 04,161
team 05,330
team 06,61
team 07,5959
team 08,592
team 09,253
team 10,86
team 11,6683
team 12,438
team 13,67
team 14,388
team 15,5057
team 16,59
team 17,238
team 18,379
team 19,507
team 20,49
team 21,2
team 22,23
team 23,116
team 24,51
team 25,2
team 26,162
team 27,8
team 30,501
team 32,404
team 33,70
team 34,18
team 35,159
team 36,37
team 37,39
team 40,40
team 41,12
team 42,39
team 43,38
team 44,14
team 45,131
team 46,24
team 47,24
team 48,24
team 50,71
team 51,3
team 52,3
team 53,35
team 56,9
team 57,15
team 60,5
team 61,20
team 62,12
team 63,5
team 64,11
team 65,7
team 66,4
team 67,51
team 70,142
team 71,99
team 72,14
team 73,81
team 74,3589
team 75,343
team 76,267
team 77,556
team 80,10
team 81,29
team 82,28
team 83,7
team 84,6
team 85,67
team 86,24
team 87,463
team O1,3
team O2,45
team O3,6
team O4,2
team O5,7
team O6,1
team O7,2
team-soraka,1386
teamdignitas,1
teamsolomid,2
teemo,4810
thresh,9039
tristana,1690
trundle,1215
tryndamere,1424
tsm,3
twistedfate,2467
twitch,1348
udyr,2392
urgot,1109
varus,1260
vayne,6027
veigar,1910
velkoz,1222
vi,2823
viktor,2377
vladimir,1803
volibear,1678
warwick,1042
winterclaw,17
xerath,1123
xinzhao,766
yasuo,4022
yorick,791
zac,1492
zed,5838
ziggs,2178
zilean,1189
zyra,1692


